"Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",Gender,InvestmentAdvisor,BankingRelationship,High_Potential_Lead
IND85411,"Jack Morrison",85,33602,29/10/96,"Jeremy Vasquez",Asian,"Product engineer",High,Jade,288440.81,5937.12,1,1909.77,397326.42,265216,168773.82,263367.53,15874,654569.82,2,2,Male,"Carl Anderson",Retail,No
IND58620,"Raymond Collins",37,5929,23/09/06,"Roy Rice",Asian,"Staff scientist",Mid,Platinum,57825.32,47025.14,2,3151.39,627597.93,972403.54,395038.94,328186.19,73866.7,1634407.3,2,2,Female,"Nicholas Ward",Institutional,No
IND86466,"John Hart",31,30879,10/12/02,"Raymond Alexander",African,"Systems administrator iv",High,Jade,412837.04,62194.6,1,7104.71,927808.29,1251565.58,441729.03,428967.97,104897.64,958339.06,0,5,Female,"Victor Dean",Institutional,No
IND67594,"Christina Alvarez",85,40787,03/11/16,"Todd Roberts",European,"Data coordiator",Low,Jade,130272.52,20605.37,3,1928.39,230291.87,124809.29,82050.55,32508.2,34351.1,985553.24,0,1,Female,"Jeremy Porter","Private Bank",No
IND34060,"Rebecca Perkins",37,25142,22/12/99,"Jason Duncan",European,"Assistant professor",High,Gold,360800.21,18238.48,1,526.42,338782.79,34504.45,45616.05,8748.93,27404.41,520344.88,2,3,Female,"Ernest Knight","Private Bank",No
IND93556,"Jonathan Hanson",71,5443,14/05/15,"Jason Duncan",Asian,"Dental hygienist",High,Silver,35234.55,15378.9,3,3792.07,144620.71,441638.95,115353.46,257073.42,23225.95,387030.32,0,1,Female,"Eric Shaw","Private Bank",No
IND98512,"Christine Graham",72,34042,17/08/11,"Joshua Little",European,"Account representative i",High,Gold,95828.94,9459.79,2,1871.16,312519.52,267545.78,93925.65,236464.93,2184.53,824674.14,0,1,Male,"Kevin Kim","Private Bank",No
IND52571,"Katherine Young",35,37025,25/02/03,"Benjamin Kim",African,"Health coach ii",High,Gold,146788.5,39834.5,1,2397.24,122986.19,640602.91,367870.98,223767.04,27457.36,1002791.63,3,2,Male,"Victor Rogers","Private Bank",No
IND61793,"Brian Smith",26,40266,07/09/20,"Shawn Cook",European,"Staff accountant iii",Mid,Jade,390608.46,51660,2,6590.61,1303392.78,81313.25,54839.17,36534.23,35486.35,1703047.68,2,4,Female,"Steve Sanchez",Commercial,No
IND36608,"Kimberly Schmidt",34,5278,28/11/16,"Anthony Torres",European,"Account representative i",High,Silver,209330.69,12650.79,1,2424.38,469557.5,185097.77,157333.1,105814.22,62.59,187166.54,2,2,Male,"Lawrence Sanchez",Commercial,Yes
IND48488,"Carol Warren",75,1920,19/07/05,"Donald Reynolds",Asian,"Mechanical systems engineer",High,Jade,112683.73,5161.2,2,5247.15,832861.83,1070053.58,716470.66,173348.68,26418.79,1165504.97,1,2,Female,"Peter Castillo",Retail,No
IND67225,"Jean Austin",68,8973,21/12/20,"Shawn Long",European,"Registered nurse",Low,Silver,231396.28,40382.64,2,757.41,113522.57,569570.56,577946.6,251867.45,6840.2,1228111.17,1,2,Female,"Victor Gutierrez",Institutional,No
IND82919,"John Simpson",62,26692,28/06/15,"Jerry Green",Asian,"Staff accountant iii",Mid,Jade,49986.85,19271.46,1,3557.99,181563.18,94786.29,28061.73,38070.41,14690.77,191065.76,2,1,Female,"Daniel Carroll","Private Bank",No
IND77016,"Heather Phillips",83,27671,13/03/13,"Bobby Burton",Australian,"Automation specialist iii",High,Jade,179434.37,4757.76,3,3449.09,391545.22,224823.63,284776.6,95325.22,9890.3,730708.22,0,2,Female,"Carl Anderson",Commercial,No
IND75034,"Doris James",30,569,30/05/11,"Anthony Simpson",American,"Vp product management",High,Jade,111485.6,15780.76,2,1768.32,109518.69,386551.75,206941.85,190855.05,42470.6,810263.16,1,2,Female,"Nicholas Ward",Retail,No
IND90860,"Anna Welch",51,43235,20/01/00,"Shawn Wallace",European,"Business systems development analyst",High,Gold,131121.99,33075.99,1,4267.35,738628.08,628660.2,487211.65,352364.04,10644.07,968501.52,1,2,Male,"Fred Bryant",Retail,No
IND27930,"Joshua Porter",22,1542,26/06/95,"Ernest Rivera",African,Teacher,High,Silver,82651.24,9350.64,1,1039.59,172491.89,780674.58,223049.88,229271.8,2813.19,285502.46,2,1,Male,"Sean Vasquez",Institutional,No
IND35620,"Anna Duncan",58,33139,30/08/19,"Ernest Rivera",Asian,"Marketing assistant",High,Gold,21090.76,4114.32,2,1386.56,149157.79,60794.5,27357.52,34044.92,19680.19,427414.18,2,1,Female,"Nicholas Morrison",Institutional,No
IND91353,"Mark Garza",31,7074,21/06/07,"Victor Martinez",American,"Human resources assistant i",High,Platinum,337249.36,19296.7,1,2617.08,484229.73,678377.59,196948.33,413153.83,52707.38,1545597.19,1,4,Male,"Jack Phillips","Private Bank",No
IND97689,"Paula Ray",57,39015,21/06/18,"Roger Alexander",European,"Structural engineer",High,Jade,107655.52,38404.02,1,1045.18,624915.32,405753.4,171664.9,428694.08,1194.27,655845.68,0,2,Female,"Juan Ramirez","Private Bank",No
IND77331,"Rebecca Murray",64,35870,23/10/05,"Victor Ramos",Asian,"Programmer analyst iv",Mid,Jade,224839.07,4873.51,2,3693.38,816590.42,469279.74,373833.02,446849.76,25010.46,490030.51,0,3,Male,"Gregory Boyd","Private Bank",No
IND71401,"Michelle Rose",82,35626,20/03/15,"Phillip Peters",European,"Research associate",High,Silver,84089.47,8018.4,1,1815.03,237269.07,28379.41,33734.01,20010.16,602.74,243516.78,2,1,Male,"Victor Dean","Private Bank",No
IND66104,"George Thomas",84,41002,08/09/02,"Chris Armstrong",European,"Quality control specialist",Low,Platinum,246327.38,28068,1,2661.56,878592.94,74747.86,46607.49,39677.92,48436.61,462837.75,0,3,Male,"Jeremy Porter","Private Bank",No
IND36471,"Carlos Martin",24,40756,04/01/12,"James Castillo",European,"Environmental specialist",Mid,Jade,157380.5,4309.76,1,691.74,1017636.33,1236148.34,658677.58,170534.33,46020.33,1144712.1,2,2,Male,"Ernest Knight","Private Bank",No
IND81572,"Christopher West",19,34514,21/06/12,"Adam Hernandez",American,"Automation specialist ii",High,Jade,94278.19,19980.75,2,628.53,135261.87,908877.7,376851.73,797373.92,24220.55,1013471.42,2,3,Female,"Eric Shaw","Private Bank",No
IND88778,"Albert Bryant",17,785,25/01/18,"James Castillo",European,"Structural analysis engineer",High,Jade,309468.8,24993.15,1,1974.36,801630.51,822290.12,590771.54,240779.32,60404.97,1488976.7,1,2,Male,"Steve Sanchez",Commercial,No
IND68221,"Paula Perkins",61,2845,15/12/01,"Victor Ramos",Asian,"Programmer i",Mid,Jade,384142.67,34698.56,1,4193.47,572900.89,270551.98,145681.83,197156.08,47953.37,193773.28,1,3,Female,"Lawrence Sanchez",Retail,No
IND58681,"Andrew Williams",73,27591,06/11/95,"Shawn Cook",European,"Software test engineer ii",Mid,Silver,107365.62,14408.16,3,2695.4,172396.97,137641.66,74358.14,75465.6,9218.44,402594.38,2,1,Female,"Peter Castillo",Institutional,No
IND54970,"Amy Ryan",28,42186,22/08/18,"Dennis Morris",European,"Structural analysis engineer",High,Gold,128148.71,12681.24,1,1332.05,121833.56,34050.76,46031.58,14641.83,12705.66,383125.01,3,1,Male,"Victor Gutierrez","Private Bank",No
IND26450,"Albert Cruz",81,11094,24/06/03,"Dennis Ruiz",Asian,"Statistician i",High,Jade,208965.85,53907.62,1,5767.77,511241.45,557088.29,432689.93,67066.94,39350.76,227001.45,1,3,Female,"Daniel Carroll",Commercial,No
IND28733,"Chris Larson",74,9369,09/06/17,"Stephen Payne",European,"Speech pathologist",High,Jade,50054.16,4521.9,3,389.45,276227.71,91304.24,39311.55,55999.93,11444.98,43473.89,2,1,Female,"Carl Anderson",Retail,No
IND91334,"Sean Myers",49,36619,03/10/13,"Dennis Ruiz",European,Pharmacist,Low,Jade,29125.26,28117.39,2,4248.3,723573.68,285173.39,151436.9,53376.59,24406.01,406859.75,2,1,Female,"Nicholas Ward",Retail,No
IND61397,"Carol Duncan",74,26887,28/04/21,"Nicholas Simmons",European,"Developer i",High,Gold,60970.29,18932.48,2,707.11,196012.67,502813.34,306060.29,120675.2,23474.77,293613.77,1,1,Male,"Victor Dean",Retail,No
IND19666,"John Daniels",50,29591,02/07/19,"Chris Armstrong",European,"Web developer ii",Mid,Jade,71186.04,13756.86,2,4363.01,1267067.32,453483.46,241658.95,31743.84,73828.5,752241.86,2,3,Male,"Ernest Knight",Institutional,No
IND76794,"Carolyn Tucker",74,37248,18/04/00,"Joshua Ryan",European,"Payment adjustment coordinator",High,Gold,111956.47,24675.67,1,1971.89,556782.54,258024.28,246023.15,56705.34,17993.57,567031.76,1,1,Male,"Eric Shaw","Private Bank",No
IND77195,"Bruce Banks",83,25436,17/09/11,"Joshua Bennett",American,"Information systems manager",High,Platinum,175192.75,50740.24,1,2620.99,777960.39,1118146.53,396433.77,657266.86,11312,1117329.49,3,2,Female,"Kevin Kim","Private Bank",No
IND76489,"Tina Franklin",40,13507,19/04/02,"Dennis Morris",European,"Account executive",High,Silver,288372.7,7674.8,1,4381.44,1369221,297694.66,64500.51,192757.29,63160.44,1068170.04,3,2,Male,"Eugene Cunningham","Private Bank",Yes
IND23438,"Lillian Ellis",21,19568,08/11/08,"Ernest Rivera",European,"Software test engineer iv",High,Silver,266530.81,21990.3,1,447.05,467686.8,834515.64,219609.38,388708.6,9180.93,985045.41,2,2,Female,"Joe Carroll","Private Bank",No
IND82705,"Andrew Long",27,26899,06/09/12,"Anthony Simpson",European,"Social worker",Low,Jade,78054.21,18705,1,2462.62,443193.19,698949.39,143374.23,335137.27,38769.59,768206.09,0,1,Male,"Steve Sanchez","Private Bank",No
IND33202,"Fred Ford",82,41599,05/03/19,"Carl Nguyen",European,"Engineer iv",Low,Jade,58989.7,11962.08,1,1451.77,238669.58,840089.65,154753.36,266617.93,34111.49,0,0,1,Female,"Peter Castillo",Commercial,No
IND19321,"Maria Gardner",69,15899,14/04/21,"Chris Armstrong",European,"Engineer iv",Mid,Jade,192727.18,19953.7,1,4306.71,703469.39,1110950.29,498986.15,243373.43,35074.14,1713942.8,3,2,Female,"Victor Gutierrez",Commercial,No
IND81583,"Judith Matthews",64,23770,20/01/19,"Nicholas Simmons",European,"Media manager i",High,Gold,258577.76,37668.72,1,1672.26,372833.03,502106.34,222524.4,379375.57,40969.1,479087.54,1,2,Male,"Daniel Carroll",Retail,No
IND46105,"Jack Sullivan",38,9970,26/05/15,"Jesse Evans",Asian,"Statistician iii",Low,Jade,456100.04,57323.63,1,2551.95,348975.03,461512.76,363616.12,265160.06,28117.69,1345870.73,3,4,Female,"Carl Anderson",Institutional,No
IND21098,"Jason Woods",83,8380,12/11/96,"Paul Holmes",Asian,"Community outreach specialist",Mid,Jade,238781.13,38376.42,1,4957.84,916634.56,1211730.47,976443,113996.78,12450.75,285914.61,2,2,Female,"Nicholas Ward","Private Bank",No
IND47710,"Jesse Richards",41,9302,02/08/02,"Benjamin Kim",Asian,"Financial advisor",Mid,Jade,339802.57,59287.13,1,5457.24,389702.54,254722.43,265049.01,63336.39,36141.73,1023580.23,0,3,Male,"Fred Bryant",Commercial,Yes
IND42043,"William Cruz",40,26207,15/07/03,"Steve Diaz",European,"Health coach iv",High,Silver,138500.69,31907.84,1,3299.68,777274.72,2426964.89,439887.39,807724.25,101659.01,1868307.68,0,3,Female,"Ryan Taylor",Retail,No
IND49707,"Gary Garcia",36,22194,22/12/12,"Victor Ramos",European,Actuary,Mid,Silver,385028.64,30937.6,2,3364.86,926133.76,436763.03,252503.63,352549.66,3252.22,225850.88,1,3,Female,"Sean Vasquez",Retail,Yes
IND27394,"Nancy James",50,10683,21/11/19,"Chris Armstrong",European,"Research nurse",Mid,Platinum,147230.17,19263.88,1,116.05,431461.64,86604.91,53923.81,67878.64,17677.45,504046.5,0,2,Female,"Nicholas Morrison",Retail,No
IND86832,"Laura Gray",68,26420,28/05/20,"Carl Nguyen",European,"Analyst programmer",Mid,Platinum,131962.8,10259.67,1,4450.75,547003.72,561714.63,236175.47,458435.74,11136.97,973558.95,0,2,Female,"Jack Phillips",Institutional,No
IND34869,"Shawn Lane",50,362,20/03/04,"Raymond Alexander",European,"Engineer iii",Mid,Jade,173052.06,35318.52,3,5.74,85486.26,289060.89,152413.93,76154.41,11728.35,980616.85,0,2,Male,"Juan Ramirez",Institutional,No
IND24876,"Albert Woods",31,34051,03/05/07,"Anthony Berry",Asian,"Research assistant ii",High,Gold,144729.34,30974.79,1,9300.76,546156.31,399326.74,128730.33,80390.78,55348.32,1594072.17,1,2,Female,"Gregory Boyd","Private Bank",No
IND56584,"Barbara Gomez",30,24308,23/09/08,"Nicholas Simmons",African,"Information systems manager",High,Gold,277568.27,5312.5,1,3295.41,1238071.92,389773.14,287201.26,108315.91,46840.65,906190.23,2,4,Male,"Jeremy Porter","Private Bank",No
IND43476,"Richard Reynolds",42,34405,08/11/96,"Dennis Morris",European,"Systems administrator iii",High,Silver,105030.5,3942.88,2,3290.86,520453.41,887296.88,184853.52,327806.9,4826.85,718061.56,3,1,Female,"Ernest Knight","Private Bank",No
IND92423,"Larry Kelley",24,33113,31/05/11,"Adam Hernandez",European,"Research assistant i",High,Jade,46666.15,18698.85,1,4987.8,892919.79,1138431.29,468290.88,403537.56,15969.1,185979.56,1,2,Male,"Eric Shaw","Private Bank",No
IND64291,"Victor Black",65,23179,27/01/95,"Bobby Burton",African,"Media manager iii",High,Jade,36972.06,9079.68,1,3727.74,117948.4,1192095.13,509524.53,424731.96,32780.04,986870.17,1,2,Female,"Joe Carroll","Private Bank",No
IND49463,"Shawn Bennett",49,4961,20/01/15,"Victor Martinez",European,"Media manager ii",Mid,Silver,26263.14,6226.56,1,3576.77,210488.51,272517.77,144644.05,53287.71,3155.36,141708.74,0,1,Female,"Steve Sanchez","Private Bank",No
IND58198,"Jeffrey James",69,38329,06/09/21,"Anthony Simpson",European,"Senior financial analyst",Mid,Jade,150128.79,4140.92,2,623.39,700025.06,143853.26,75522.96,12802.94,30303.33,1708598.98,2,2,Female,"Lawrence Sanchez",Commercial,No
IND90041,"Richard Sanchez",55,21056,18/09/13,"Patrick Graham",Asian,"Developer ii",High,Silver,287122.28,15789.44,1,397.56,250880.72,553397.32,394375.1,282805.11,13139.92,1021626.66,0,2,Male,"Peter Castillo",Commercial,Yes
IND55402,"Howard Simmons",70,27682,25/04/20,"Dennis Morris",European,"Automation specialist iv",High,Jade,63251.04,19842.94,3,2199.7,495320.34,433211.84,166619.94,217439.02,22191.46,309608,0,1,Female,"Victor Gutierrez","Private Bank",No
IND58643,"Lillian Fisher",33,10565,18/01/09,"Frank Brown",European,"Software engineer iv",Mid,Gold,341966.25,61537.71,1,3460.56,621046.15,149507.53,97573.33,53822.71,60734.53,2075443.99,2,4,Male,"Daniel Carroll",Retail,No
IND17528,"Bobby Bradley",66,18394,17/05/06,"Joshua Little",Asian,"Quality engineer",Mid,Silver,156213.39,20226.48,1,2675.34,1646375.26,1628718.42,1025964.36,138505.19,82576.78,1658464.35,0,2,Female,"Carl Anderson",Institutional,No
IND98400,"Mark Henderson",28,14336,05/06/21,"Bruce Butler",Asian,"Speech pathologist",Mid,Jade,94158.33,48129.6,2,95.99,390594.19,370924.28,241907.14,366623.71,3489.44,962024.52,1,3,Female,"Nicholas Ward","Private Bank",No
IND43327,"Juan Hamilton",74,41415,28/08/09,"Dennis Ruiz",European,"Human resources assistant iv",Mid,Gold,38120.11,22574.57,1,1946.76,69403.24,435733.32,317722.21,103486.66,15585.68,738313.44,3,1,Female,"Victor Dean",Commercial,No
IND33585,"Philip Cox",64,15462,09/07/03,"Victor Ramos",European,"Vp marketing",High,Jade,247618.12,32999.38,2,9685.54,1703777.63,2568583.27,1394373.78,299423.42,55777.32,1146609.81,3,2,Female,"Ernest Knight",Retail,No
IND27105,"Bruce Greene",43,12342,27/04/18,"Benjamin Kim",European,"Database administrator i",Mid,Jade,37071.94,28886.88,2,1109.81,356463.1,508775.28,300639.94,100367.49,38155.17,1166359.17,3,2,Male,"Eric Shaw",Retail,No
IND86081,"Alice Gibson",22,3869,23/02/96,"Patrick Graham",European,"Marketing manager",Mid,Silver,502742.17,51208.12,2,3210.86,1099619.74,397889.37,258422.99,171502.63,38996.1,601702.48,3,5,Female,"Kevin Kim",Institutional,No
IND47439,"Samuel Myers",51,36707,08/04/20,"James Castillo",American,"Office assistant ii",High,Jade,127957.23,5475.55,1,953.95,399714.66,615891.1,296324.97,227763.5,19165.86,615109.81,1,1,Female,"Victor Rogers",Institutional,No
IND27269,"Kathleen Bradley",75,10806,02/12/18,"Frank Brown",Asian,"Vp quality control",Low,Gold,137103.46,50526.44,1,396.71,952802.25,274935.74,102642.68,163641.75,48305.74,172356.94,2,2,Male,"Eugene Cunningham","Private Bank",No
IND97061,"Bobby Ryan",50,19756,15/03/09,"Bruce Porter",European,"Chemical engineer",Low,Jade,84376.77,20749.74,3,2511.63,619021.39,223021.79,111510.9,95313.47,15177.64,171393.63,2,1,Female,"Joe Carroll","Private Bank",No
IND94872,"Steven Miller",34,12131,31/01/01,"Phillip Peters",European,"Programmer analyst iv",Low,Gold,59749.61,7175.54,1,848.89,582923.56,410333.54,232785.37,195736.99,35640.32,894663.64,1,1,Male,"Steve Sanchez","Private Bank",No
IND86593,"Gregory Johnston",73,17988,12/11/20,"Douglas Tucker",European,"Web developer i",High,Silver,93315.7,30058.95,1,4268.59,458715.34,0,0,0,37508.14,1534082.33,2,2,Male,"Lawrence Sanchez","Private Bank",No
IND84908,"Craig Bell",63,16234,23/05/08,"Keith Griffin",European,"Safety technician i",Mid,Jade,143176.05,19395.6,1,2916.55,865089.01,636679.19,236603.75,216815.07,20589.88,1636903.21,3,2,Female,"Peter Castillo","Private Bank",No
IND32885,"Stephanie Mills",77,36391,29/06/10,"Donald Reynolds",European,"Budget/accounting analyst ii",Low,Gold,282572.6,14326.61,1,4963.57,126525.55,238663.83,70812.34,128275.25,646.28,549063.51,2,2,Female,"Victor Gutierrez","Private Bank",No
IND70495,"Melissa GoPKRales",66,4421,03/12/12,"Keith Griffin",Australian,"Chief design engineer",Mid,Platinum,85918.91,8139.74,1,4196.21,173599.5,448356.37,162056.52,378131.88,34870.87,383001.13,1,2,Female,"Daniel Carroll","Private Bank",No
IND45220,"Donald Alexander",73,12117,27/01/05,"Jesse Evans",Asian,"Civil engineer",Mid,Jade,61641.57,4504.64,2,2050.56,62056.98,211125.77,185378.73,56231.55,1865.27,452009.85,2,1,Female,"Carl Anderson",Commercial,No
IND26273,"Gregory Cunningham",55,14496,25/12/17,"George Lewis",European,"Product engineer",Mid,Silver,42693.61,8208.36,1,1582.8,551527.19,622135.23,276504.54,182723.42,33443.8,227747.76,2,1,Female,"Fred Bryant","Private Bank",No
IND41611,"Terry Bowman",34,6773,30/06/19,"George Lewis",European,"Vp accounting",High,Gold,216551.65,6291.81,1,5461.91,117004.83,1510274.84,357696.67,725329.36,9582.94,1064518.19,0,2,Female,"Sean Vasquez",Institutional,Yes
IND96915,"Mary Arnold",81,6529,25/11/99,"Anthony Berry",American,"Product engineer",Mid,Platinum,140652.04,19839.64,1,2813.37,70599.97,346514.66,269511.4,142071.01,2319.73,149810.53,2,2,Female,"Nicholas Morrison","Private Bank",No
IND59595,"Charles Porter",81,386,12/10/20,"Stephen Payne",Asian,"Social worker",Mid,Platinum,61720.63,6251.31,2,3899.15,218864.95,606812.23,280702.25,118885.66,17230.62,612629.04,1,1,Female,"Jack Phillips",Commercial,No
IND20812,"Jason Morgan",47,25885,25/04/09,"Jesse Evans",Asian,"Budget/accounting analyst iv",High,Jade,45492.89,25014.99,1,3284.7,938754.7,972009.25,368042.34,328123.9,24629.22,473930.91,3,2,Female,"Juan Ramirez",Retail,No
IND59202,"Kathryn Campbell",41,12207,18/02/09,"Jason Duncan",European,"Vp sales",Low,Jade,363577.73,51434.35,1,5129.75,731052.74,508649.83,322383.7,354622.06,35455.63,614125.22,1,4,Male,"Gregory Boyd",Retail,No
IND19395,"Jeremy Fowler",52,3028,14/07/02,"Roger Alexander",Asian,"Administrative assistant ii",Low,Jade,40912.44,26186.4,1,4062.15,90456.75,424422,122233.54,119517.24,31105.8,737636.85,2,1,Male,"Victor Dean",Retail,No
IND38441,"Stephen Stewart",73,26699,19/01/01,"Anthony Berry",European,"Business systems development analyst",High,Jade,204136.69,38722.25,1,7.11,898207.28,609009.52,309118.47,109621.71,23720.1,1132529.34,2,2,Female,"Jeremy Porter",Institutional,No
IND80195,"Jane Price",31,40474,19/02/06,"Bruce Porter",American,"Civil engineer",Mid,Jade,52754.1,21393.4,2,2723.07,561273.75,620849.97,336732.19,204564.8,5815.51,290928.85,0,1,Female,"Ernest Knight",Institutional,No
IND90057,"Roy Snyder",17,2290,04/08/14,"Paul Larson",European,"Office assistant i",Mid,Silver,125007.58,29763.12,2,7798.24,1361520.44,1503846.78,541827.15,659812.78,49406,294040.11,0,2,Male,"Eric Shaw","Private Bank",No
IND33489,"Thomas Barnes",64,15485,17/04/21,"Victor Ramos",European,"Marketing manager",High,Gold,59368.37,30367.35,2,587.97,730796.04,578948.64,254070.99,110458.4,16932.91,766071.12,2,2,Female,"Steve Sanchez","Private Bank",No
IND37844,"Scott Patterson",22,39878,28/09/96,"Keith Griffin",African,"Food chemist",Mid,Silver,273718.71,37893.28,1,4825.92,569916.36,1711330.15,460742.73,451747.28,16989.71,2918539.26,1,5,Male,"Peter Castillo","Private Bank",No
IND47299,"Carl Price",58,28123,22/09/17,"Jason Duncan",European,"Database administrator iii",Low,Gold,30131.15,11408.21,1,10.12,205066.72,151071.08,148420.71,93293.02,7800.56,175087.49,0,1,Female,"Victor Gutierrez","Private Bank",No
